ID,Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken(min)
7DD9,20,4.6,Meal ,motorcycle ,23
C975,20,4.6,Meal ,motorcycle ,23
AD5A,23,4.7,Buffet ,scooter ,16
13D9,30,4.5,Drinks ,scooter ,29
ABC2,20,4.6,Drinks ,scooter ,20
A729,39,4.7,Snack ,motorcycle ,29
C289,39,4.0,Snack ,motorcycle ,41
C582,37,4.3,Drinks ,motorcycle ,40
E063,24,4.7,Drinks ,scooter ,14
24F8,29,4.5,Meal ,scooter ,25
BD06,32,4.4,Snack ,motorcycle ,23
2EB0,39,4.9,Drinks ,motorcycle ,20
5C03,39,4.7,Drinks ,motorcycle ,41
65B6,25,4.6,Buffet ,motorcycle ,23
BB9A,33,3.8,Meal ,motorcycle ,40
79B7,29,4.8,Snack ,motorcycle ,28
792F,36,4.6,Buffet ,scooter ,21
C012,29,4.6,Drinks ,scooter ,15
A23F,37,4.7,Meal ,motorcycle ,27
94BB,37,4.7,Snack ,electric_scooter ,20
A14A,29,4.7,Drinks ,electric_scooter ,19
BACE,22,4.6,Meal ,scooter ,20
5913,34,3.7,Meal ,motorcycle ,35
B339,33,4.9,Meal ,motorcycle ,18
A54A,36,4.2,Snack ,motorcycle ,44
4848,24,4.9,Buffet ,scooter ,15
2C87,24,4.6,Buffet ,motorcycle ,20
8C06,34,4.1,Snack ,motorcycle ,37
636A,23,4.9,Buffet ,motorcycle ,27
31FC,25,4.5,Meal ,motorcycle ,27
7BC4,25,4.4,Buffet ,motorcycle ,32
64FC,22,4.6,Snack ,motorcycle ,16
8D3F,38,4.6,Drinks ,motorcycle ,22
8DC2,37,4.9,Buffet ,scooter ,20
3E5A,25,4.6,Meal ,scooter ,22
9C7C,36,4.7,Snack ,scooter ,19
505F,32,4.8,Buffet ,motorcycle ,25
2D5A,38,4.5,Snack ,scooter ,25
B8B3,36,4.8,Buffet ,motorcycle ,16
9279,31,4.4,Meal ,motorcycle ,51
AA6E,35,3.9,Meal ,scooter ,32
2742,23,4.6,Drinks ,scooter ,32
AF76,22,4.7,Snack ,motorcycle ,12
B426,30,4.6,Buffet ,motorcycle ,18
8AE,29,4.6,Meal ,motorcycle ,16
1AF6,28,4.8,Buffet ,scooter ,18
A621,22,4.6,Snack ,motorcycle ,24
2FC6,26,4.0,Meal ,motorcycle ,35
178F,30,4.9,Meal ,scooter ,30
2626,33,4.5,Meal ,motorcycle ,40
C52,38,4.8,Meal ,motorcycle ,24
BC73,28,4.7,Buffet ,scooter ,18
2043,25,4.9,Meal ,motorcycle ,19
89EE,24,4.5,Snack ,motorcycle ,10
4CE2,32,4.7,Meal ,scooter ,18
7048,34,4.8,Buffet ,scooter ,25
AE14,26,4.4,Snack ,motorcycle ,33
BD05,27,4.6,Drinks ,electric_scooter ,11
8AF3,26,4.9,Snack ,motorcycle ,25
7A56,34,4.7,Buffet ,motorcycle ,23
D098,25,4.9,Meal ,motorcycle ,20
6F1C,26,4.7,Buffet ,motorcycle ,19
A9F0,37,4.8,Buffet ,scooter ,18
4458,28,4.6,Snack ,motorcycle ,11
382F,33,5.0,Snack ,electric_scooter ,30
5817,36,4.3,Meal ,motorcycle ,31
79BA,24,4.8,Meal ,motorcycle ,29
9CE7,26,4.7,Buffet ,scooter ,20
1A23,37,4.7,Snack ,motorcycle ,28
6.9E+05,34,4.5,Meal ,motorcycle ,26
7F78,31,4.3,Drinks ,scooter ,33
6A9A,23,4.5,Drinks ,scooter ,16
3482,37,4.8,Drinks ,scooter ,22
6EF9,21,4.2,Buffet ,motorcycle ,21
4B5,29,4.6,Snack ,motorcycle ,22
D2F4,35,4.7,Drinks ,motorcycle ,38
642A,24,4.9,Meal ,motorcycle ,38
C02F,30,4.0,Buffet ,motorcycle ,36
2AE7,20,5.0,Buffet ,scooter ,28
A069,26,4.9,Buffet ,electric_scooter ,12
11BA,30,4.1,Drinks ,motorcycle ,28
8BDB,21,4.9,Meal ,electric_scooter ,23
4999,39,4.5,Drinks ,motorcycle ,28
3009,22,4.8,Meal ,motorcycle ,19
7A6,27,4.8,Meal ,scooter ,15
D2A0,22,4.6,Meal ,motorcycle ,18
421B,22,4.6,Meal ,scooter ,36
4519,30,4.9,Buffet ,motorcycle ,22
7EBD,22,4.7,Meal ,scooter ,17
B584,24,4.6,Meal ,scooter ,19
C6B3,24,4.6,Drinks ,electric_scooter ,26
1976,28,4.7,Buffet ,scooter ,12
CEAF,35,4.9,Meal ,motorcycle ,10
9313,22,5.0,Meal ,motorcycle ,26
5E4F,26,4.2,Buffet ,motorcycle ,19
8EBB,27,4.8,Drinks ,motorcycle ,20
1E+78,35,4.8,Meal ,motorcycle ,23
67FE,33,4.2,Buffet ,motorcycle ,23
A5E3,30,4.6,Meal ,motorcycle ,54
4562,21,5.0,Snack ,motorcycle ,16
37ED,35,4.0,Meal ,scooter ,38
A14F,30,4.6,Buffet ,electric_scooter ,21
60B6,22,4.6,Snack ,scooter ,38
2395,27,4.9,Buffet ,motorcycle ,19
B0B0,38,4.8,Meal ,motorcycle ,28
6F8A,35,4.0,Drinks ,scooter ,34
D0B,28,4.6,Meal ,motorcycle ,24
76A4,39,4.1,Meal ,electric_scooter ,38
3459,21,4.7,Drinks ,motorcycle ,15
AB0B,28,4.9,Meal ,motorcycle ,15
285C,30,4.9,Buffet ,motorcycle ,27
D115,38,4.8,Drinks ,scooter ,20
7462,27,4.3,Snack ,motorcycle ,43
944D,24,4.3,Meal ,motorcycle ,38
3C04,25,5.0,Meal ,motorcycle ,23
DD53,34,4.9,Meal ,motorcycle ,29
ACD3,24,4.9,Snack ,motorcycle ,43
239D,32,4.1,Buffet ,motorcycle ,39
7E9F,30,4.7,Buffet ,motorcycle ,54
A9E4,27,3.5,Snack ,motorcycle ,48
53B5,29,4.5,Snack ,motorcycle ,15
C741,35,4.0,Drinks ,motorcycle ,37
CD68,21,4.9,Snack ,motorcycle ,14
23CF,31,4.7,Drinks ,scooter ,26
8340,24,5.0,Buffet ,scooter ,15
3321,37,4.8,Buffet ,motorcycle ,16
236A,23,4.6,Snack ,scooter ,31
BF86,29,4.6,Buffet ,motorcycle ,34
CC5B,22,4.8,Snack ,scooter ,10
6A68,26,5.0,Snack ,motorcycle ,15
635D,28,4.9,Drinks ,motorcycle ,19
8FB4,38,4.6,Buffet ,motorcycle ,46
9AC,35,4.8,Meal ,motorcycle ,29
E26F,27,4.8,Buffet ,motorcycle ,27
3154,21,4.7,Buffet ,scooter ,13
9309,24,4.7,Drinks ,scooter ,18
9663,34,4.5,Meal ,motorcycle ,28
3719,29,5.0,Meal ,motorcycle ,17
48A3,39,4.4,Snack ,motorcycle ,23
3F22,34,4.2,Buffet ,scooter ,32
9B05,37,4.0,Snack ,motorcycle ,35
41A,29,4.6,Buffet ,electric_scooter ,53
51F8,23,4.8,Snack ,motorcycle ,13
E258,38,4.2,Drinks ,motorcycle ,31
A5DE,34,5.0,Meal ,motorcycle ,16
76AB,37,4.3,Buffet ,motorcycle ,34
D3FE,26,4.8,Meal ,motorcycle ,20
6D7C,38,4.7,Drinks ,motorcycle ,43
5516,35,3.5,Buffet ,scooter ,35
1987,30,4.9,Buffet ,scooter ,23
60DD,21,4.6,Drinks ,scooter ,23
7EC1,36,4.2,Buffet ,motorcycle ,31
C77A,30,4.4,Snack ,motorcycle ,25
26BC,20,4.1,Meal ,scooter ,36
567E,20,5.0,Drinks ,motorcycle ,21
B701,22,4.9,Snack ,scooter ,26
6EDD,34,4.8,Buffet ,motorcycle ,27
25D9,36,4.9,Drinks ,motorcycle ,49
B6D4,24,4.3,Meal ,motorcycle ,39
A54B,22,4.8,Buffet ,motorcycle ,17
461A,29,4.3,Snack ,scooter ,38
CBB3,31,4.9,Snack ,motorcycle ,28
53FD,29,4.8,Meal ,electric_scooter ,15
5904,36,4.6,Meal ,electric_scooter ,23
27EA,33,4.3,Snack ,motorcycle ,27
88A2,32,4.9,Meal ,electric_scooter ,16
6C2E,29,4.6,Meal ,motorcycle ,19
2EC9,34,4.1,Buffet ,scooter ,31
C363,50,6.0,Buffet ,scooter ,17
9468,21,4.6,Drinks ,scooter ,16
BD82,20,4.4,Drinks ,motorcycle ,20
E1AA,33,5.0,Meal ,motorcycle ,25
65F3,24,4.6,Drinks ,motorcycle ,13
4B3A,28,4.8,Snack ,electric_scooter ,22
353F,25,4.8,Drinks ,motorcycle ,27
D2A5,39,3.8,Buffet ,scooter ,32
68C7,30,4.8,Drinks ,motorcycle ,30
271C,23,4.6,Buffet ,motorcycle ,13
96C4,38,4.1,Drinks ,motorcycle ,36
148C,38,4.7,Meal ,motorcycle ,17
178B,26,4.9,Meal ,motorcycle ,33
C4F5,29,4.9,Meal ,scooter ,21
C1F4,27,4.9,Snack ,scooter ,19
52C9,29,4.6,Meal ,motorcycle ,22
3D04,22,4.6,Drinks ,motorcycle ,20
4261,29,4.6,Meal ,motorcycle ,31
AD27,22,4.7,Meal ,motorcycle ,48
ACF8,27,4.5,Snack ,motorcycle ,38
2878,22,4.7,Snack ,scooter ,21
90CB,37,3.8,Drinks ,scooter ,39
B314,23,4.6,Meal ,scooter ,29
B247,29,4.9,Buffet ,motorcycle ,29
7548,34,4.2,Buffet ,motorcycle ,33
47F2,33,4.9,Meal ,electric_scooter ,28
C1BF,32,4.4,Snack ,motorcycle ,27
3936,34,4.3,Meal ,scooter ,39
9768,25,4.8,Drinks ,motorcycle ,15
27AD,23,4.5,Drinks ,motorcycle ,25
8AF,29,4.6,Buffet ,electric_scooter ,28
9945,32,4.8,Snack ,motorcycle ,25
1211,20,4.9,Snack ,scooter ,23
1108,30,5.0,Buffet ,scooter ,19
A2FE,23,5.0,Meal ,motorcycle ,25
3FED,33,5.0,Drinks ,motorcycle ,26
A0C0,24,4.7,Drinks ,electric_scooter ,19
A161,38,4.5,Drinks ,scooter ,16
CA4C,36,3.6,Snack ,motorcycle ,42
478A,34,4.9,Meal ,motorcycle ,33
603C,32,5.0,Snack ,motorcycle ,32
5DDF,30,4.7,Meal ,scooter ,45
45F6,27,4.8,Buffet ,scooter ,24
2FA9,26,4.4,Snack ,motorcycle ,18
42FA,21,5.0,Drinks ,scooter ,17
3BC9,35,4.8,Meal ,motorcycle ,21
7BE,25,4.1,Snack ,motorcycle ,16
1787,38,4.9,Drinks ,motorcycle ,26
5558,39,3.6,Drinks ,scooter ,42
654A,21,4.6,Meal ,motorcycle ,17
B317,35,4.1,Snack ,scooter ,32
63A3,38,3.9,Meal ,motorcycle ,38
1678,32,4.8,Snack ,scooter ,26
E017,23,4.9,Snack ,motorcycle ,24
BAA7,28,4.7,Meal ,motorcycle ,22
66AA,35,4.1,Buffet ,motorcycle ,48
69A0,31,4.3,Drinks ,motorcycle ,44
51D3,30,4.5,Drinks ,scooter ,39
C84F,39,4.9,Snack ,motorcycle ,20
CF0D,32,4.9,Meal ,motorcycle ,25
7FA4,23,4.3,Drinks ,motorcycle ,31
5941,29,4.7,Meal ,motorcycle ,23
3F67,32,3.8,Snack ,motorcycle ,39
AEC3,32,5.0,Meal ,motorcycle ,19
8D58,20,4.9,Snack ,scooter ,11
5.6E+03,27,4.6,Drinks ,motorcycle ,17
586,29,4.6,Meal ,motorcycle ,32
622D,20,4.9,Buffet ,motorcycle ,17
1627,38,4.6,Meal ,motorcycle ,29
D4F3,22,4.5,Buffet ,motorcycle ,18
9FDC,39,4.6,Snack ,motorcycle ,47
D9CB,33,5.0,Snack ,electric_scooter ,40
4419,37,4.1,Meal ,electric_scooter ,32
3B8A,31,4.8,Buffet ,scooter ,29
C2C9,37,5.0,Buffet ,scooter ,20
7.4E+06,21,4.8,Drinks ,electric_scooter ,24
E1F1,28,4.9,Drinks ,motorcycle ,19
C99F,20,4.9,Drinks ,scooter ,31
A7DC,39,5.0,Drinks ,scooter ,19
5DF7,39,4.6,Drinks ,electric_scooter ,26
A8C0,38,4.7,Drinks ,motorcycle ,34
7F0E,25,4.7,Snack ,electric_scooter ,21
295A,29,4.6,Meal ,motorcycle ,19
24C3,28,4.8,Buffet ,scooter ,18
8621,28,4.7,Drinks ,motorcycle ,40
3E2F,35,4.7,Snack ,scooter ,27
F14,22,4.9,Buffet ,scooter ,11
5FA5,38,4.6,Meal ,scooter ,30
B6CD,24,4.8,Buffet ,motorcycle ,24
94CB,33,5.0,Buffet ,motorcycle ,17
3409,27,4.9,Meal ,scooter ,18
B038,24,4.6,Buffet ,motorcycle ,28
36B5,27,4.2,Snack ,motorcycle ,20
9D91,31,4.7,Buffet ,motorcycle ,32
725A,37,4.9,Meal ,motorcycle ,20
3163,22,4.7,Snack ,scooter ,19
9A99,31,4.7,Buffet ,motorcycle ,18
2862,38,4.6,Buffet ,motorcycle ,26
51B8,24,4.4,Snack ,electric_scooter ,32
CD7D,37,5.0,Snack ,scooter ,42
6A6D,34,3.5,Meal ,motorcycle ,32
21D4,21,4.9,Buffet ,motorcycle ,18
D0BF,29,4.6,Snack ,motorcycle ,26
8CCC,24,4.5,Drinks ,motorcycle ,22
A0C9,30,4.4,Buffet ,motorcycle ,24
4E+17,31,4.8,Buffet ,scooter ,18
3C8A,23,4.6,Snack ,scooter ,12
1B24,29,4.9,Drinks ,scooter ,15
BC3A,21,4.7,Drinks ,motorcycle ,21
8AE1,23,4.5,Meal ,scooter ,23
C9E5,36,4.8,Drinks ,motorcycle ,17
292F,35,4.1,Meal ,motorcycle ,34
2C55,38,3.8,Meal ,motorcycle ,37
AEE7,36,4.6,Meal ,electric_scooter ,25
D112,36,3.5,Buffet ,scooter ,41
AE0D,23,4.9,Buffet ,motorcycle ,16
796B,25,4.6,Drinks ,motorcycle ,16
C8A2,32,4.8,Snack ,electric_scooter ,19
7C67,35,4.9,Snack ,motorcycle ,22
9806,29,4.6,Meal ,motorcycle ,11
BE59,34,4.6,Meal ,motorcycle ,25
5A5F,27,4.7,Snack ,scooter ,12
C693,23,4.8,Drinks ,motorcycle ,14
8798,37,4.5,Snack ,motorcycle ,26
D660,32,4.2,Buffet ,motorcycle ,38
411D,21,4.5,Drinks ,motorcycle ,32
BAD,25,4.6,Meal ,motorcycle ,15
C338,34,4.0,Buffet ,electric_scooter ,40
587D,28,4.5,Snack ,motorcycle ,15
3784,34,4.2,Snack ,motorcycle ,26
DD8B,25,4.6,Meal ,motorcycle ,37
D6F,29,4.6,Buffet ,motorcycle ,43
53D5,32,4.8,Drinks ,scooter ,24
7DAA,25,4.5,Snack ,scooter ,18
C996,25,2.9,Buffet ,scooter ,36
511B,22,4.6,Snack ,motorcycle ,20
37BE,26,4.6,Buffet ,motorcycle ,18
C9EC,24,4.8,Meal ,scooter ,11
6F1,29,4.6,Buffet ,scooter ,18
6EC6,36,4.7,Buffet ,motorcycle ,30
23D4,35,3.8,Buffet ,motorcycle ,40
7C40,30,4.9,Meal ,motorcycle ,19
7E9A,22,5.0,Meal ,motorcycle ,18
3079,32,4.4,Meal ,motorcycle ,28
1346,36,4.9,Snack ,scooter ,20
CE4E,39,4.4,Drinks ,motorcycle ,43
4BDF,33,4.5,Meal ,scooter ,29
4D20,37,4.5,Snack ,motorcycle ,21
738A,37,4.2,Snack ,scooter ,33
2DD3,37,4.8,Snack ,scooter ,30
6B81,34,4.2,Snack ,scooter ,31
9C04,30,4.2,Buffet ,motorcycle ,34
8127,20,3.2,Meal ,scooter ,34
DD71,28,4.8,Meal ,scooter ,11
25B9,30,4.7,Buffet ,motorcycle ,18
7F99,25,4.5,Drinks ,motorcycle ,22
177F,22,4.9,Snack ,scooter ,15
48FC,34,4.2,Snack ,motorcycle ,33
8C34,22,5.0,Drinks ,motorcycle ,26
5604,26,4.8,Buffet ,motorcycle ,15
5DF5,22,4.8,Snack ,motorcycle ,19
2647,33,4.3,Meal ,motorcycle ,49
536F,38,4.6,Buffet ,electric_scooter ,30
BD4F,37,4.7,Buffet ,scooter ,21
C34B,32,4.7,Snack ,motorcycle ,27
8591,37,4.4,Drinks ,motorcycle ,32
C4BE,26,5.0,Meal ,motorcycle ,27
D7C,37,3.3,Buffet ,motorcycle ,34
20CE,25,4.5,Meal ,motorcycle ,18
30BF,29,4.8,Buffet ,scooter ,19
B069,36,4.6,Drinks ,motorcycle ,32
14C6,36,4.6,Meal ,electric_scooter ,26
110C,38,4.6,Snack ,scooter ,19
C9F9,35,4.6,Snack ,motorcycle ,23
7112,26,5.0,Snack ,motorcycle ,29
A75A,39,4.0,Snack ,motorcycle ,39
DB8E,23,4.9,Buffet ,motorcycle ,33
6247,28,4.6,Snack ,motorcycle ,16
B9E4,21,4.8,Drinks ,motorcycle ,38
782F,24,4.5,Buffet ,scooter ,12
86BA,31,4.9,Meal ,motorcycle ,25
BAC9,34,4.9,Meal ,scooter ,20
28CD,34,4.7,Drinks ,motorcycle ,26
770C,28,4.9,Meal ,motorcycle ,24
97B0,30,4.1,Snack ,motorcycle ,47
A2B1,33,4.6,Buffet ,motorcycle ,49
8.1E+09,32,4.9,Snack ,scooter ,24
507D,21,4.8,Meal ,motorcycle ,22
8BE6,20,4.8,Drinks ,scooter ,15
420B,37,4.7,Buffet ,scooter ,16
43D1,36,4.9,Snack ,motorcycle ,36
C675,26,4.9,Buffet ,electric_scooter ,13
6.6E+05,32,4.6,Drinks ,motorcycle ,43
927B,30,4.9,Drinks ,motorcycle ,35
FDD,24,4.9,Meal ,scooter ,16
1BD3,36,5.0,Drinks ,motorcycle ,20
D0D6,29,4.6,Snack ,motorcycle ,33
297F,29,4.6,Snack ,motorcycle ,23
9D10,38,4.2,Buffet ,motorcycle ,36
93FC,32,4.7,Drinks ,scooter ,25
2FDB,35,4.9,Drinks ,electric_scooter ,28
90DD,23,4.5,Snack ,motorcycle ,21
578F,32,3.5,Drinks ,scooter ,39
5D12,29,4.3,Snack ,motorcycle ,20
A53F,35,4.5,Meal ,motorcycle ,39
7.1E+04,33,5.0,Drinks ,motorcycle ,32
6140,20,5.0,Buffet ,motorcycle ,22
7E3D,30,4.7,Meal ,scooter ,34
49EF,38,4.8,Meal ,scooter ,17
CCE2,36,4.8,Snack ,scooter ,17
386A,36,4.8,Snack ,electric_scooter ,19
C39B,32,4.9,Snack ,motorcycle ,54
56FD,39,4.5,Snack ,motorcycle ,22
8075,21,4.6,Snack ,motorcycle ,28
D397,21,4.8,Drinks ,motorcycle ,43
3378,23,4.8,Meal ,motorcycle ,23
D7C0,22,4.6,Buffet ,scooter ,20
7FCF,33,4.8,Buffet ,scooter ,37
A8F3,27,4.9,Snack ,motorcycle ,18
61EB,38,4.4,Meal ,motorcycle ,48
57EA,23,4.0,Meal ,scooter ,31
1B67,29,4.6,Snack ,motorcycle ,27
565A,27,4.6,Buffet ,motorcycle ,29
1DDF,25,4.9,Buffet ,motorcycle ,26
A627,33,4.6,Snack ,scooter ,18
BA86,37,4.8,Buffet ,motorcycle ,17
B743,37,4.8,Snack ,scooter ,15
73CD,39,4.2,Meal ,motorcycle ,31
9820,34,4.8,Snack ,motorcycle ,26
7039,24,4.8,Drinks ,motorcycle ,18
4.7E+02,26,4.4,Buffet ,motorcycle ,26
7B79,29,4.8,Meal ,motorcycle ,23
1DA6,29,4.9,Snack ,electric_scooter ,22
7486,31,4.8,Meal ,scooter ,25
569A,22,4.9,Drinks ,scooter ,26
2B84,36,4.8,Drinks ,motorcycle ,34
5139,29,4.5,Meal ,motorcycle ,16
B32D,33,4.6,Buffet ,motorcycle ,21
296A,29,4.6,Drinks ,electric_scooter ,25
365F,38,4.6,Snack ,scooter ,26
136F,28,4.0,Snack ,motorcycle ,33
8847,37,4.7,Snack ,scooter ,26
B6C1,20,4.7,Meal ,electric_scooter ,15
609D,25,4.6,Meal ,motorcycle ,37
C397,21,4.4,Snack ,motorcycle ,37
AEEA,23,4.5,Drinks ,motorcycle ,20
27C3,26,5.0,Meal ,scooter ,18
89B5,24,4.0,Drinks ,motorcycle ,18
1CB2,30,4.3,Meal ,scooter ,34
9.6E+07,37,4.7,Buffet ,scooter ,19
7C70,23,4.9,Meal ,scooter ,18
B7B6,23,4.6,Meal ,motorcycle ,34
DBD5,37,4.1,Meal ,motorcycle ,24
2A1C,23,4.6,Snack ,motorcycle ,23
4281,32,4.8,Snack ,motorcycle ,26
A01F,32,4.8,Meal ,motorcycle ,19
882,29,4.6,Buffet ,motorcycle ,35
DB81,29,4.5,Snack ,scooter ,16
9B14,26,4.6,Meal ,motorcycle ,15
9.4E+08,27,4.8,Buffet ,scooter ,10
7446,23,4.7,Drinks ,motorcycle ,16
A1D4,34,5.0,Meal ,scooter ,26
A864,25,4.5,Meal ,scooter ,12
6AD8,24,4.6,Drinks ,scooter ,15
89A2,38,4.7,Snack ,scooter ,25
CD73,25,4.7,Drinks ,motorcycle ,22
1AB5,30,4.6,Buffet ,motorcycle ,25
498D,29,4.7,Buffet ,scooter ,19
1FAC,32,4.8,Meal ,motorcycle ,42
C1AF,21,4.6,Drinks ,motorcycle ,12
558E,23,4.5,Meal ,scooter ,26
8505,32,4.8,Snack ,motorcycle ,21
631B,28,4.9,Snack ,scooter ,21
B6B2,27,4.8,Buffet ,motorcycle ,16
B4A8,36,4.0,Meal ,motorcycle ,38
639C,20,4.4,Buffet ,electric_scooter ,33
49A4,21,4.5,Buffet ,motorcycle ,16
AED 8.00,22,4.8,Drinks ,motorcycle ,11
783A,34,3.6,Snack ,scooter ,38
D45C,34,4.6,Buffet ,motorcycle ,29
D156,23,5.0,Buffet ,scooter ,19
54D0,37,4.9,Meal ,motorcycle ,28
FD0,26,5.0,Drinks ,motorcycle ,24
BDD0,34,3.5,Drinks ,scooter ,36
93B6,24,4.6,Snack ,scooter ,10
6A4,29,4.6,Buffet ,motorcycle ,18
BB3F,33,4.0,Meal ,motorcycle ,24
785A,28,4.8,Meal ,motorcycle ,17
8BA3,24,5.0,Snack ,motorcycle ,38
6B2F,33,4.9,Buffet ,motorcycle ,23
7EDE,33,4.7,Meal ,scooter ,25
BFB,37,4.6,Buffet ,motorcycle ,43
B483,34,4.3,Drinks ,electric_scooter ,40
CA48,26,4.7,Drinks ,scooter ,22
4274,36,4.6,Meal ,motorcycle ,24
BD07,20,4.7,Meal ,motorcycle ,18
48F4,20,4.9,Buffet ,motorcycle ,18
AED 5.00,28,4.6,Drinks ,scooter ,23
1B07,32,4.7,Buffet ,motorcycle ,37
8FDD,22,4.8,Drinks ,motorcycle ,25
486C,38,4.6,Meal ,scooter ,37
D6C7,24,4.8,Drinks ,motorcycle ,17
B234,31,4.7,Meal ,scooter ,24
61A0,30,4.5,Snack ,electric_scooter ,32
163B,32,4.9,Snack ,motorcycle ,39
10BB,37,4.9,Meal ,motorcycle ,21
9294,37,4.5,Meal ,motorcycle ,20
5FE6,24,4.7,Snack ,motorcycle ,42
F4F,23,4.2,Drinks ,motorcycle ,17
CD79,23,4.6,Snack ,motorcycle ,30
4694,20,4.3,Meal ,motorcycle ,16
C5FC,23,4.4,Buffet ,scooter ,40
2F34,23,4.9,Meal ,motorcycle ,26
8A85,28,4.9,Meal ,motorcycle ,29
4BA4,35,4.8,Buffet ,scooter ,44
5CB7,30,4.9,Snack ,motorcycle ,22
9F7D,28,4.6,Buffet ,scooter ,21
B55C,21,4.7,Meal ,electric_scooter ,32
A8AF,29,4.1,Snack ,motorcycle ,34
701E,25,4.7,Buffet ,scooter ,38
5605,34,4.7,Drinks ,motorcycle ,28
D75C,21,5.0,Meal ,scooter ,24
8F06,39,4.6,Buffet ,scooter ,15
9293,36,5.0,Snack ,motorcycle ,28
47D4,28,4.7,Meal ,motorcycle ,25
3DC3,22,4.9,Buffet ,electric_scooter ,20
5E4B,28,4.1,Buffet ,motorcycle ,32
2.6E+03,27,4.9,Snack ,scooter ,21
5B3A,26,4.1,Snack ,motorcycle ,23
1856,27,4.7,Snack ,electric_scooter ,13
C804,28,4.6,Snack ,scooter ,18
539D,20,4.6,Meal ,scooter ,12
7BEB,33,4.9,Drinks ,scooter ,24
2E9E,27,4.8,Buffet ,scooter ,23
7C3C,26,4.9,Drinks ,scooter ,27
5D37,31,4.4,Snack ,motorcycle ,41
20C1,35,4.8,Snack ,scooter ,29
5F5C,32,4.0,Meal ,motorcycle ,38
B1EA,31,5.0,Snack ,scooter ,11
A462,23,4.8,Meal ,motorcycle ,10
D2E2,36,4.9,Buffet ,electric_scooter ,36
C09E,32,5.0,Drinks ,motorcycle ,27
28FF,23,4.9,Meal ,motorcycle ,43
2191,26,4.6,Meal ,scooter ,27
4D9A,24,4.5,Buffet ,scooter ,16
67A4,28,4.9,Meal ,scooter ,17
1F92,29,4.8,Drinks ,motorcycle ,10
22FC,33,4.9,Buffet ,scooter ,27
945,29,4.6,Drinks ,motorcycle ,19
C181,37,4.7,Meal ,scooter ,27
8592,24,5.0,Snack ,motorcycle ,23
4FD3,22,4.6,Meal ,motorcycle ,49
CF6C,38,3.9,Snack ,scooter ,33
53B,29,4.6,Drinks ,motorcycle ,17
C2D9,22,4.8,Drinks ,motorcycle ,20
76DD,33,4.6,Snack ,motorcycle ,46
BB72,35,4.8,Buffet ,motorcycle ,26
7709,39,4.5,Meal ,electric_scooter ,23
4C4C,31,4.7,Meal ,motorcycle ,17
4B1,29,4.6,Meal ,scooter ,29
86BB,30,4.8,Meal ,electric_scooter ,26
2669,38,4.7,Drinks ,motorcycle ,20
9.6E+05,34,4.8,Meal ,scooter ,33
2ECA,31,4.1,Snack ,motorcycle ,36
9229,37,4.0,Snack ,motorcycle ,40
AE69,27,4.7,Buffet ,motorcycle ,30
6F85,33,4.4,Snack ,motorcycle ,47
8B2A,30,4.0,Drinks ,scooter ,33
469,29,4.6,Snack ,scooter ,28
9237,34,4.9,Snack ,motorcycle ,27
DEC0,38,4.0,Meal ,scooter ,32
6579,35,4.4,Meal ,scooter ,47
85FD,37,4.6,Drinks ,scooter ,27
18CE,29,4.6,Meal ,scooter ,28
DF20,27,5.0,Snack ,motorcycle ,26
169D,29,4.6,Meal ,electric_scooter ,29
8276,33,4.1,Snack ,motorcycle ,48
1062,29,4.6,Drinks ,electric_scooter ,17
7D10,23,4.7,Buffet ,scooter ,24
6A6B,38,5.0,Snack ,scooter ,22
46F9,32,4.0,Meal ,motorcycle ,21
A5A2,32,4.7,Drinks ,motorcycle ,28
C8E6,22,4.4,Buffet ,motorcycle ,19
3C24,20,4.7,Buffet ,scooter ,29
A58C,21,4.9,Drinks ,motorcycle ,14
3745,32,4.6,Snack ,motorcycle ,33
88BB,31,4.9,Drinks ,scooter ,29
9133,26,4.9,Drinks ,scooter ,11
BCC4,25,5.0,Buffet ,motorcycle ,27
76BA,33,4.7,Drinks ,motorcycle ,41
6.7E+09,23,4.7,Snack ,scooter ,44
4501,36,4.3,Drinks ,scooter ,35
5319,34,4.7,Meal ,motorcycle ,28
DAE,28,4.6,Buffet ,motorcycle ,23
8A5D,24,4.6,Buffet ,motorcycle ,29
5D3D,35,4.9,Buffet ,scooter ,15
9786,36,4.8,Drinks ,motorcycle ,27
D1D5,23,4.8,Meal ,motorcycle ,16
CC37,27,4.6,Meal ,scooter ,12
83D6,33,4.0,Buffet ,motorcycle ,31
2A44,28,4.5,Meal ,motorcycle ,27
886A,24,4.9,Drinks ,electric_scooter ,26
28D9,24,4.4,Buffet ,motorcycle ,35
B727,27,4.6,Snack ,electric_scooter ,15
868B,27,4.8,Meal ,motorcycle ,11
3FB,50,6.0,Drinks ,bicycle ,30
C6ED,31,4.8,Meal ,motorcycle ,26
A389,32,4.8,Meal ,motorcycle ,48
6099,27,4.1,Snack ,motorcycle ,16
A53,29,4.6,Drinks ,scooter ,36
437D,24,4.6,Meal ,motorcycle ,18
C2A9,39,4.8,Meal ,motorcycle ,39
51FB,32,4.2,Snack ,motorcycle ,36
8D9F,28,4.5,Buffet ,motorcycle ,22
23F6,33,4.1,Snack ,motorcycle ,28
